"id","name","content","created_at","updated_at","comments","keywords","views"
"80","","2XOxXXTRDyA","2011-11-29 07:50:16.716882","2011-11-29 07:50:16.716882","---
- ! 'PARSEFROMHERE The woman''s feelings at 42:00 is exactly what I felt when I shaved
  my head this Jan. I find it appalling that someone''s spiritual''s journey is abused
  for profit by despicable individuals...DISGUSTING!

  Funny thing is that the bald woman is a billion times more beautiful than any of
  the other fake westernized women in this video ENDPARSEFROMHERE'
- PARSEFROMHERE 22:33... bitches, wats the golden temple doing in the documentary??
  sikhs don't cut hair idiots!! get your facts right and stop making emotional fools
  of people!! ENDPARSEFROMHERE
","---
- Al Jazeera
- aljazeera
- witnessprog
- witness
- Hair India
- Raffaele Brunetti
- Marco Leopardi
- India
- beauty
- Vishnu
- India society
- Mumbai
- hair extension
- pilgrims
- Great Lengths
- donation
- Hindu temples
- Al
- Jazeera
- English
",""
"81","","x-W44YcsXMs","2011-11-29 07:50:17.192218","2011-11-29 07:50:17.192218","---
- PARSEFROMHERE missed the rock 11:15 ENDPARSEFROMHERE
","---
- sea
- fishing
- shore
- match
- European Open
- Bridlington
- Sea Watch UK
- Online
- TV
",""
"82","","2XLzyoco9Ts","2011-11-29 07:50:17.653135","2011-11-29 07:50:17.653135","---
- PARSEFROMHERE 3:24  He is the Most interesting man in the world I don't always drink
  beer but wen I do I prefer Dos Equis Stay Thirsty My Friends. ENDPARSEFROMHERE
- PARSEFROMHERE 4:21 Prince of Persia, anyone? ENDPARSEFROMHERE
","---
- Assassins
- Creed
- Revelations
- Trailer
- Launch
- gameplay
- official
- machinima
- video
- game
- gaming
- ubisoft
- xbox
- '360'
- microsoft
- ps3
- sony
- playstation
- playthrough
- lets
- play
- walkthrough
- high
- definition
- Let's
- Part
- Chapter
- Act
- Review
- Boss
- Commentary
- hd
- UPC
- '008888526841'
- '008888576846'
- '008888356844'
- '8888346845'
- Video Game
- Xbox 360
- Playthrough Part
- Games
- tetraninja
",""
"83","","oVZSAfCJsys","2011-11-29 07:50:18.076383","2011-11-29 07:50:18.076383","---
- PARSEFROMHERE 15:31 Euphie smack! xD ENDPARSEFROMHERE
- PARSEFROMHERE 10:49 STALKERS! ENDPARSEFROMHERE
- PARSEFROMHERE haha Suzaku looks like a badass in those sunglasses and that frown
  of his at 10:59 ENDPARSEFROMHERE
- PARSEFROMHERE 16:45- Code Geass begins.... ENDPARSEFROMHERE
- PARSEFROMHERE GO EUPHIE 15:33 ENDPARSEFROMHERE
","---
- Bandai
- Entertainment
",""
"85","","H5a1js8FzsA","2011-11-29 07:50:18.904865","2011-11-29 07:50:18.904865","---
- PARSEFROMHERE lol funny short story 4:26 ENDPARSEFROMHERE
- PARSEFROMHERE 0:25 sexy girl ENDPARSEFROMHERE
","---
- fakecorpse
- deadbody
- halloween
- specialeffects
- props
- halloweencostume
- tutorial
- howto
- backyardfx
- bfx
- indymogul
- nextnewnetworks
- erikbeck
",""
"88","","qFhEkLsEcjY","2011-11-29 07:50:20.166000","2011-11-29 07:50:20.166000","---
- PARSEFROMHERE @TheEthan1005 at 12:51 ENDPARSEFROMHERE
- ! ""PARSEFROMHERE 6:58 Haro: You struck out , you struck out\"" xD\n ENDPARSEFROMHERE""
","---
- bandainamcoholdings
- bandainamco
- Namco
- Bandai
- Japan
- Toy
- Anime
- Gundam
- powerranger
- kamenrider
- BEN10
- Pokemon
- Sunrise
- '00'
- oo
- UC
- unicorn
- Channel
",""
"91","","j81g34-bvNI","2011-11-29 07:50:21.418290","2011-11-29 07:50:21.418290","---
- ! ""PARSEFROMHERE a smile leads to a laugh\uFEFF a laugh leads to a high 5 a high
  5\uFEFF leads to a hug a hug leads to\uFEFF a kiss a kiss leads 2\uFEFF a\uFEFF
  finger a finger leads to a hand a\uFEFF hand leads to a lick\uFEFF a lick leads
  to a suck a suck\uFEFF\uFEFF leads 2 a fuck.right after u\uFEFF read it, something
  good will happen at 2:25 tomorrow. Get ready\uFEFF for the biggest shock in your
  life!! Whoever breaks this chain will be cursed w/ relationship problems 4-10 years.
  If you post this on 5 vids in 15 mins,\uFEFF your\uFEFF safe ENDPARSEFROMHERE""
","---
- Dexter
- Michael
- C.
- Hall
- Dark
- Echo
- Early
- Cuts
- Harry
- Webisode
- animation
- Bill
- Sienkiewicz
- SHOWTIME
",""
"94","","XrUbv0DEbIw","2011-11-29 07:50:24.233127","2011-11-29 07:50:24.233127","---
- ! 'PARSEFROMHERE 12:47

  this song...

  this song is so...


  annoying hahaha ENDPARSEFROMHERE'
- PARSEFROMHERE 21:54 red pot leaf ENDPARSEFROMHERE
","---
- bandainamcoholdings
- bandainamco
- Namco
- Bandai
- Japan
- Toy
- Anime
- Gundam
- powerranger
- kamenrider
- BEN10
- Pokemon
- Sunrise
- '00'
- oo
- UC
- unicorn
- Channel
",""
"95","","qF37naF3FLI","2011-11-29 07:50:24.655881","2011-11-29 07:50:24.655881","---
- PARSEFROMHERE SHUT UP! I WANNA HEAR THE GAME!!! 2:12 ENDPARSEFROMHERE
- ! ""PARSEFROMHERE @TheMustangToGunner1 no from 02:00 through 32:34 was awesome\n
  ENDPARSEFROMHERE""
","---
- Battlefield
- Gameplay
- part
- Part 1
- Let's
- Play
- PC
- Campaign
- Battle
- Field
- Battlefield 3 Campaign
- rydargames
- Battlefield 3 Gameplay
- Let's Play Battlefield 3
- battlefield 3 jet gameplay
- battlefield 3 today
- glitches
- guns
- multiplayer
- EA
- Origin
- Battlelog
- BF3
- Playlist
- Rydar
- Games
",""
"96","","pNQCaAykNJU","2011-11-29 07:50:25.067677","2011-11-29 07:50:25.067677","---
- ! 'PARSEFROMHERE 1:21 chibi shaoran wtf? o_O

  wait, this anime was made before sakura card captor, right? ENDPARSEFROMHERE'
- PARSEFROMHERE Wtf. 7:37 y is she going in upside down O.o xD ENDPARSEFROMHERE
- PARSEFROMHERE 9:27 FUKING YOUTUBE ADDS!!!!!!!!!!!! ENDPARSEFROMHERE
","---
- anime
- animation
- manga
- fate
- female warriors
- fantasy
- action
- martial arts
- school
- female students
- war
- battles
- Japan
- Japanese
- Media
",""
"97","","vWCrbW533xk","2011-11-29 07:50:25.469709","2011-11-29 07:50:25.469709","---
- PARSEFROMHERE 1:18 i bet u knocked some ones gold teeth out lol ENDPARSEFROMHERE
","---
- gold
- bronze
- filing
- copper
- metal
- teeth
- cap
- finale
- episode
- special
- saint
- resurrection
- final
- premiere
- clip
- show
- silver
- cash
- for
- microwave
- microonda
- 微波
- magnetron
- micro-ondes
- マイクロ
- микроволновая
- печь
- mikrovågsugn
- explosion
- decompression
- will
- it
- blend
- fire
- bulb
- cell
- phone
- furby
- ipod
- radiation
- tinfoil
- this
- pokemon
- experiment
- roasted
- nuts
- extinguisher
- match
- plasma
- scientific
- mythbusters
- tv
- entertainment
- web
- series
- ideo
- Productions
- jpizzle
- '1122'
",""
"98","","Riz6T_kr07s","2011-11-29 07:50:25.905456","2011-11-29 07:50:25.905456","---
- ! ""PARSEFROMHERE 0:39-0:41, what the hell was he doing?\n ENDPARSEFROMHERE""
","---
- mw3 fad
- mw3 unlocks
- mw3 prestige guns
- mw3 high rank guns
- mw3 unlock gear
- mw3 presditge advice
- mw3 fad assault rifle
- mw3 fad rifle
- mw3 online mw3 multiplayer
- call
- of
- duty
- veteran
- noob
- pickle9000
- Jay
- Ex
- '23'
",""
"99","","UKq2Or6-R5Y","2011-11-29 07:50:26.323218","2011-11-29 07:50:26.323218","---
- PARSEFROMHERE 0:24 are you a wizard? ENDPARSEFROMHERE
","---
- Achievement
- Hunter
- Behind
- the
- Scenes
- Floating
- Games
- Magic
- or
- Science
- Rooster
- Teeth
",""
"100","","pn1VGytzXus","2011-11-29 08:00:06.751790","2011-11-29 08:00:06.751790","---
- PARSEFROMHERE dam 1:49 ENDPARSEFROMHERE
","---
- Big
- Sean
- Def
- Jam
- Rap
- Hip-Hop
- Dance
- Ass
- Remix
- Nicki
- Minaj
- VEVO
",""
"102","","sJVQJ4-n_cA","2011-11-29 08:00:08.198889","2011-11-29 08:00:08.198889","---
- PARSEFROMHERE 2:29 $MONEY$ Shot!  ENDPARSEFROMHERE
","---
- Nero
- Reaching
- Out
- Mercury
- Electronic
- Nerovevo
",""
"103","","spRbS3f0NE4","2011-11-29 08:00:12.680731","2011-11-29 08:00:12.680731","---
- PARSEFROMHERE Rihanna really looks pretty at 3:18 :) ENDPARSEFROMHERE
","---
- Take
- Care
- Drake
- Ft
- Rihanna
- fcvenezuela
",""
"104","","pbGLTEGzdDE","2011-11-29 08:00:13.322275","2011-11-29 08:00:13.322275","---
- PARSEFROMHERE @AyminnrDj tits @ 1:32 xD ENDPARSEFROMHERE
- PARSEFROMHERE 2:21 <3 ENDPARSEFROMHERE
","---
- Inna
- Endless
- spinnintv
- spinninrec
- official music video
- Spinnin
- Rec
",""
"107","","SxzUmD-BjBA","2011-11-29 08:00:15.910162","2011-11-29 08:00:15.910162","---
- PARSEFROMHERE 14:48 Pony Slaughter XD ENDPARSEFROMHERE
- PARSEFROMHERE I'm a princess LOL! ...at 1:46 ENDPARSEFROMHERE
- PARSEFROMHERE 0:11 ~ I'M FUCKING SCARED, WHAT THE HELL IS THAT THING? A BRONY?!?!?!?!
  ENDPARSEFROMHERE
","---
- minecraft
- lewis
- simon
- xephos
- honeydew
- mine little pony
- my little pony
- Blue
",""
"109","","ioNvuXBjupo","2011-11-29 08:00:18.751220","2011-11-29 08:00:18.751220","---
- ! ""PARSEFROMHERE 8:42 Franky  Nipple Lights! hahaha\n ENDPARSEFROMHERE""
- PARSEFROMHERE 9:00 Sunny get scared too lol ENDPARSEFROMHERE
- PARSEFROMHERE 8:40 Nipple Lights! What a awesome power! XD ENDPARSEFROMHERE
","---
- One
- Piece
- '525'
- English
- Sub
- kyudaimexonepiece
- Kyudaimex
",""
"110","","O6oey4OHpxk","2011-11-29 08:00:19.359641","2011-11-29 08:00:19.359641","---
- PARSEFROMHERE the girl at 1:55 is the hottest ENDPARSEFROMHERE
- PARSEFROMHERE Skip intro click 0:10 Enjoy and thump up this :O!! ENDPARSEFROMHERE
","---
- Sean Paul
- She Doesn't Mind
- Beyond the Video
- Atlantic Records
- Duty Paul
- Atlantic
- Videos
",""
"112","","QHoBKEbJ5HA","2011-11-29 08:00:23.767957","2011-11-29 08:00:23.767957","---
- ! ""PARSEFROMHERE December 24 at 8:00 in the morning a\uFEFF young 14 year old boy
  by the name of Scott Johnson was found dead. Doctors couldn't come up with\uFEFF
  the cause of his death. His mother checked his emails to see if she could figure
  out what happened. Turns out he was still signed into myspace. She found he had
  gone to sleep after he read and didn't repost a chain letter. If you don't repost
  this to six other videos a girl with no face will kill you\uFEFF tonight. Sorry
  don't want to die. ENDPARSEFROMHERE""
","---
- ellen
- The
- Show
- theellenshow
- fun
- funny
- hilarious
- hysterical
- season
- nine
- daytime
- talkshow
- degeneres
- comedy
- laugh
- humor
- The Ellen degeneres Show
- Humour
- Joke
- Television Show
- Sophia
- Grace
- Rosie
- England
- Nicki
- Minaj
- Girls
- tutu
- pink
- Teenage
- Dream
",""
"113","","4nn0HH90Yfs","2011-11-29 08:00:24.178612","2011-11-29 08:00:24.178612","---
- PARSEFROMHERE 1:33 position 69 ENDPARSEFROMHERE
","---
- Getafe
- Vs
- Barcelona
- 1-0
- Full
- Match
- Highlights
- And
- Goals
- 26-11-2011
- getafe-barcelona
- fc
- 0-1
- barcelona-getafe
- lionel
- messi
- cristiano
- ronaldo
- real
- madrid
- atletico
- 4-1
- King
- Chicharito
- HD
",""
"118","","h_E2AhbbwdY","2011-11-29 08:00:34.409982","2011-11-29 08:00:34.409982","---
- PARSEFROMHERE 2:33!!! ENDPARSEFROMHERE
","---
- ellen degeneres
- rihanna
- dating
- boyfriend
- interview
- The
- Ellen
- Show
- theellenshow
- fun
- funny
- hilarious
- hysterical
- season
- nine
- daytime
- talkshow
- degeneres
- comedy
- laugh
- humor
- The Ellen degeneres Show
- Humour
- Joke
- Television Show
- her
",""
"119","","eod2y94Dphw","2011-11-29 08:00:35.046380","2011-11-29 08:00:35.046380","---
- PARSEFROMHERE 0:49 ""Own some more"" ENDPARSEFROMHERE
- PARSEFROMHERE 0:11 - 0:15  , Listening na olimpiadzie z ruskiego ENDPARSEFROMHERE
","---
- Sensational
- 90th
- minute
- winner!
- Inigo
- Martinez
- (Real
- Sociedad)
- Real
- Betis
- '101'
- greatgoals
- Fan
",""
"120","","qpVJzUgNWrA","2011-11-29 08:00:35.777393","2011-11-29 08:00:35.777393","---
- PARSEFROMHERE YOU STUPID HATERS NEED TO STOP SAYING IT LOKS LIKE MADONNAS STUPID
  VIDEO HUNG UP ITS JUST A LITTLE 1:08 MINUTE K! SO ALL OF U FUCKING HATERS NEED TO
  STOP WE WILL PROTECT MOTHER MONSTER FOR EVER AND EVER! SHE IS THE QUEEN! MADONNA
  COPIED BAD ROMANCE! BECAUSE SHE KNEW IT WAS BETTER THAN HER VIDEOS SO SHE DECIDED
  TO MAKE ONE JUST LIKE BAD ROMANCE! SO SHUT THE FUCK UP U DONT EVEN KNOW WHAT UR
  TALKING ABOUT! K SO SHUT THE FUCK UP U LOSERRRRRRRRSSSSS! ENDPARSEFROMHERE
","---
- Marry the Night
- Exclusive
- Preview
- Trailer
- First Look
- Lady Gaga
- Born This Way
- GLAM
- ERT
",""
"121","","2Ccjjt5OihM","2011-11-29 08:00:40.271890","2011-11-29 08:00:40.271890","---
- PARSEFROMHERE 2:31 for T.I.'s verse ENDPARSEFROMHERE
","---
- Kid
- Rock
- Angaleena
- Presley
- Care
- TI
- Videos
",""
"122","","koEIs-LADS4","2011-11-29 08:00:40.988854","2011-11-29 08:00:40.988854","---
- PARSEFROMHERE 3:42 i love when he dose that!! i wanna learn the moves!!  ENDPARSEFROMHERE
","---
- Chris Brown
- AMA
- '2011'
- American Music Awards
- simalves
",""
"125","","emGXp-qRrVg","2011-11-29 08:00:46.221818","2011-11-29 08:00:46.221818","---
- PARSEFROMHERE Fuck yeah, Bobcat mystery vehicle? 1:02 ENDPARSEFROMHERE
","---
- BF3
- Battlefield 3
- gameplay
- trailer
- fps
- shooter
- DICE
- Frostbite 2
- Back to Karkand
- Gulf of Oman
- Oman
- Battlefield
",""
"126","","wrdIZ_A0S9E","2011-11-29 08:00:47.224169","2011-11-29 08:00:47.224169","---
- PARSEFROMHERE 0:33 looks like someone needs munchies ENDPARSEFROMHERE
- PARSEFROMHERE 1:03 she ain't got no boobies ENDPARSEFROMHERE
","---
- collegehumor
- ch originals
- animation
- roommate confessions
- the hypocrite
- funny
- food
- roommate
- college
- boost
",""
"128","","Paq1dvRGBXQ","2011-11-29 08:00:51.650439","2011-11-29 08:00:51.650439","---
- ! 'PARSEFROMHERE skip to 09:40 for thee cutest moment of this part ;D <3 <3 <3


  awwwwww! :P hehee ENDPARSEFROMHERE'
","---
- Iss
- Pyaar
- Ko
- Kya
- Naam
- Doon
- 25th
- November
- '2011'
- PART
- '1'
- maan
- '505'
",""
"133","","BqNHBMGrpAI","2011-11-29 08:01:02.615069","2011-11-29 08:01:02.615069","---
- PARSEFROMHERE 1:00, whaa.. ENDPARSEFROMHERE
","---
- opena
- iphone
- case
- apple
- bottle opener
- soldierknowsbest
- review
- video
- beer
- Soldier
- Knows
- Best
",""
"135","","ysIRDjJYZ4k","2011-11-29 08:10:04.077586","2011-11-29 08:10:04.077586","---
- ! 'PARSEFROMHERE 2:43 my favorite super hero of all time

  IAN MAN!!!! ENDPARSEFROMHERE'
- PARSEFROMHERE 2:29 GUNTHER?!?!?! ENDPARSEFROMHERE
- PARSEFROMHERE Lol, Kassem changed his outfit? 4:25 and 4:32 ENDPARSEFROMHERE
","---
- pokemon
- in
- real
- life
- gameboy
- color
- nintendo
- ds
- red
- blue
- yellow
- original
- kassemg
- kassem
- spiderman
- star
- wars
- boba
- fett
- mom
- snailing
- smosh
- anthony
- padilla
- ian
- hecox
- WHY
- ARE
- YOU
- READING
- THESE
- MOTHA-FIRETRUCKIN'
- TAGS?!
",""
"141","","kThLSiykiHY","2011-11-29 08:20:06.017270","2011-11-29 08:20:06.017270","---
- PARSEFROMHERE 0:42 is my favorite part...""GET UP!!"" ENDPARSEFROMHERE
- ! ""PARSEFROMHERE LOL listen to the ONLY dude or goat laughing at 0:43 \n\nEveryone
  is in shock, & this dude starts laughing LOL ENDPARSEFROMHERE""
","---
- Joe Kapp
- CFL
- Grey Cup
- Angelo Mosca
- Hamilton Tiger-Cats
- BC Lions
- blackknight
- '101066'
",""
"143","","dizSDTXWzhQ","2011-11-29 08:20:06.860685","2011-11-29 08:20:06.860685","---
- PARSEFROMHERE the moment I saw a guy with blonde hair and four other boys next to
  him, I knew that was 1D. Proud of them! 2:48 ENDPARSEFROMHERE
- PARSEFROMHERE Harry; 3:00 - 3:04 :D ENDPARSEFROMHERE
- PARSEFROMHERE HARRY!!!!!!!  3:00 ENDPARSEFROMHERE
","---
- x factor finalists
- JLS
- one direction
- wishing on a star
- Zayn
- Malik
- TV
",""
"145","","3hgFP8p5Suk","2011-11-29 08:20:07.797518","2011-11-29 08:20:07.797518","---
- PARSEFROMHERE still loving 3:20 - 3:52 ♥  ENDPARSEFROMHERE
","---
- Drake Take Care
- Drizzy
- Drake
- Officia
",""
"150","","W3rx4ZZyxQA","2011-11-29 08:20:09.673878","2011-11-29 08:20:09.673878","---
- PARSEFROMHERE 3:13 yeah i feel you, ur boyfriend lame  ENDPARSEFROMHERE
- ! ""PARSEFROMHERE whats the dance at 5:12\n ENDPARSEFROMHERE""
","---
- Justin
- Bieber
- HD
- LMFAO
- ama's
- American
- music
- awards
- Cosas
- De
- Belieber
",""
"154","","-B0iU19JdG8","2011-11-29 08:20:11.239796","2011-11-29 08:20:11.239796","---
- PARSEFROMHERE angry bird with glasses at 1:18  ENDPARSEFROMHERE
","---
- bbc
- cnn
- Death
- fishing
- water
- amazing
- star
- News
- Fox
- music
- Light
- Media
- Abc
- Nbc
- miracle
- sopel
- lodu
- lód
- śmierć
- rozgwiazda
- ryby
- woda
- fulupup
",""
"155","","04_zPlHQRXU","2011-11-29 08:20:11.642695","2011-11-29 08:20:11.642695","---
- PARSEFROMHERE @AVVIVable she does look like a doll here.. hehe.. im not really a
  big fan of t-ara but i listened to them sometimes.. the girl at 1:32 is the main
  vocal ( i think) and she's quite hilarious in her own way.. i watched oh my school
  variety program with her in it and she's kinda eccentric. Really different than
  her doll look..  ENDPARSEFROMHERE
- PARSEFROMHERE ;-; i'm sorry, but since I'm really new to t-ara, i don't know how
  to say this, but the girl at 1:32 sort of looks like she's staring at nothing. ._.;;
  sort of like a doll? idk. is that how it always looks? ENDPARSEFROMHERE
","---
- '111125'
- Music
- Bank
- Live
- Performance
- T-ARA
- Cry
- Eun
- Jung
- myluvspaceship
",""
"163","","Y_TThB4k0JA","2011-11-29 08:20:15.002740","2011-11-29 08:20:15.002740","---
- PARSEFROMHERE 6:28 lol Sunny started late because she was the tossing the flowers
  :D ENDPARSEFROMHERE
- PARSEFROMHERE 5:43 LOL Shingdong xD ENDPARSEFROMHERE
- PARSEFROMHERE I love the sound effect from 0:05-0:09 ENDPARSEFROMHERE
- ! 'PARSEFROMHERE 6:52 ""girls generati----""


  FUUUUUUUUUUUUUUUUUUUUUUU!!!!! ENDPARSEFROMHERE'
","---
- 소녀시대
- Girls' Generation
- GG
- SNSD
- 少女時代
- 태연
- TAEYEON
- 티파니
- TIFFANY
- 써니
- SUNNY
- 서현
- SEOHYUN
- 제시카
- JESSICA
- 유리
- YURI
- 윤아
- YOONA
- 효연
- HYOYEON
- 수영
- SOOYOUNG
- KPOP
- SM
- SMENT
- SMTOWN
- SMENTERTAINMENT
- 에스엠엔터테인먼트
- 에스엠
- 더보이즈
- the boys
- 케이팝
",""
"165","","TotbU952HNk","2011-11-29 08:20:16.866941","2011-11-29 08:20:16.866941","---
- PARSEFROMHERE 1:56 :D ENDPARSEFROMHERE
","---
- kirko
- bangz
- kirko bangz
- Drank in my cup
- Drank up in my cup
- drink
- drank
- in
- my
- cup
- music video
- new Music
- official video
- new hiphop
",""
"168","","CuBdR-BxIDQ","2011-11-29 08:30:04.391072","2011-11-29 08:30:04.391072","---
- ! 'PARSEFROMHERE 1:45

  ""We''ve done ANYTHING you can think of.""


  You haven''t had a threesome with me.....Yet. ENDPARSEFROMHERE'
- PARSEFROMHERE 0:16 still moving his head up and down ;D ENDPARSEFROMHERE
","---
- Crash
- Your
- Party
- Karmin
- music
- arcade
- VEVO
- LIFT
- AMA
- amas
- new
- media
- Amy
- Nick
- covers
- youtube
",""
"176","","ykeytJRtYjk","2011-11-29 08:30:07.536103","2011-11-29 08:30:07.536103","---
- PARSEFROMHERE LOL 0:30 ... ENDPARSEFROMHERE
","---
- ! 'Call Of Duty: Modern Warfare 3'
- top
- (5)
- plays
- of
- the
- week
- whiteboy7thst
- cod
- modern
- wawrfare
- codmw3
- multiplayer
- best
- kill
- kills
- ever
- countdown
- play
- top10
- series
- favorite
- epic
- moments
- sniper
- quad
- multi
- streak
- Mw3
- fail
- lol
- funny
- fails
- pickle9000
- owned
- noob
- yt:quality=high
- ! '&quot;Call'
- Duty&quot;
- ! '&quot;Modern'
- Warfare
- 3&quot;
- PS3
- xbox
- '360'
- xbox360
- X360
- PC
- MPN
- '83747'
- ! '&quot;Infinity'
- Ward&quot;
- Activision
- MW
- three
- White
- Boy
- thst
",""
"178","","9eRooYZJL-E","2011-11-29 08:30:08.480706","2011-11-29 08:30:08.480706","---
- ! 'PARSEFROMHERE FAIL!!!!! @ 15:12 he states his realization that the ""lack of ACCESS
  to energy"" is NOT TRUE.  Some ""groups"" of people have ACTIVELY AND FORCIBLY SUCKED
  UP AND OUT ALL THE ENERGY PRODUCING RESOURCES, HAVE REGULATED AND LIMITED USE OF
  ENERGY PRODUCING RESOURCES AND CONTROL WHICH GROUPS ""SURVIVE"" AND WHICH ''DIE''!
  Based on THAT alone, the rest of his presentation FAILS for M.E. UNLESS AND UNTIL
  ''HUMANS'' STOP HORDING RESOURCES...THEN AND ONLY THEN WILL LIFE ON EARTH ''THRIVE''!


  M.E.

  MAMA EARTH ENDPARSEFROMHERE'
- ! ""PARSEFROMHERE The Manhattan project was not kept secret. It was infiltrated by
  Soviet spies, a few of whom watched the first nuclear test. \n\n1:35:30 is indeed
  true. The US government did expose people to harmful chemicals and radiation. \n\nVaccine
  stuff is bullshit. ENDPARSEFROMHERE""
","---
- THRIVE
- the
- Movie
- '11'
- full
- length
- new
- world
- order
- federal
- reserve
- Conspiracy Theory (film)
- nyredwhiteandblue
",""
"181","","sTF0uiGgp2U","2011-11-29 08:30:09.518893","2011-11-29 08:30:09.518893","---
- PARSEFROMHERE 13:00 jesse in like 2 missions you would have gotten a free authority
  machine gun ENDPARSEFROMHERE
- PARSEFROMHERE 0:40 you also missed a card so theres that too ENDPARSEFROMHERE
","---
- rage
- gameplay
- computer
- gaming
- GTX
- '590'
- 1080p
- id
- Bethesda
- commentary
- silly
- apocalypse
- video game
- playthrough
- playthrough part
- omfgcata
",""
"182","","OB9s6arwlyQ","2011-11-29 08:30:09.940157","2011-11-29 08:30:09.940157","---
- PARSEFROMHERE 11:18 made the vid worth watching lol sick ass blow off valve probably
  was a Srt-4 ENDPARSEFROMHERE
- PARSEFROMHERE 8:23 best moment EVERR!!!! ENDPARSEFROMHERE
- ! 'PARSEFROMHERE @xXLavenderLoveLLXx DUDE I WALKED ON THE SAME PATH AT 9:10 AND
  WE STAYED AT THE SAME HOTEL AS HIM!!!!!!!

  MANDALAY BAY ENDPARSEFROMHERE'
- PARSEFROMHERE 1:39 = Camera Facepalm???? ENDPARSEFROMHERE
- ! ""PARSEFROMHERE 05:39 \nSLY: I got another one, i got another live homie\nMe: I
  god after he meets them he kills them RUN ENDPARSEFROMHERE""
","---
- minecon
- thecreatures
- slyfoxhound
- slyfox
- sly
- xsly
- Fox
- Hound
- Xx
",""
